name,year,citation,snippet,is_real,source,url
Migrant Labour Protection Forum v. State of Uttar Pradesh,1991,(1991) 12 SCC 495,"Petition challenging right to internet access under Article 21, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Chern Taong Shang & Anr., Etc., Etc vs Commander S.D.Baijal & Ors",1988,(1988) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/762630/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
S.P. Sampath Kumar Etc vs Union Of India & Ors,1986,(1986) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/359668/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
National Farmers Welfare Association v. State of West Bengal,2018,(2018) 3 SCC 169,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Cherukuri Mani vs Chief Secr.,Govt.Of A.P.& Ors",2014,(2014) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/48535557/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
People's Union for Democracy v. State of Karnataka,1997,(1997) 7 SCC 532,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Citizens Forum for Transparency v. Securities and Exchange Board of India,2018,(2018) 1 SCC 124,"Petition challenging reservation in private sector employment, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. Reserve Bank of India,2010,(2010) 11 SCC 224,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
B.R. Kapoor vs State Of Tamil Nadu And Anr,2001,(2001) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/27274070/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Vinod Katara vs The State Of Uttar Pradesh,2022,(2022) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/99399518/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Mathews J. Nedumpara vs Union Of India,2023,(2023) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/6271435/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Indian Journalists Association v. Election Commission of India,2021,(2021) 12 SCC 631,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"The Chairman, Railway Board & Ors vs Mrs. Chandrima Das & Ors",2000,(2000) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/113663/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
National Farmers Welfare Association v. Ministry of Home Affairs,2012,(2012) 15 SCC 945,"Petition challenging electoral bond scheme transparency, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Civil Liberties Union v. State of Kerala,2011,(2011) 9 SCC 921,"Petition challenging reservation in private sector employment, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tech Freedom Initiative v. National Highway Authority,2002,(2002) 9 SCC 670,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Internet Freedom Foundation v. Ministry of Finance,2021,(2021) 13 SCC 68,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Civil Liberties Union v. National Investigation Agency,2002,(2002) 15 SCC 303,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Small Traders Federation of India v. State of Uttar Pradesh,1992,(1992) 11 SCC 55,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Jai Narain Parasurampuria (Dead) & Ors vs Pushpa Devi Saraf & Ors,2006,(2006) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1414476/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Indian Civil Liberties Union v. State of West Bengal,1990,(1990) 16 SCC 741,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Bengal Ambuja Housing Development ... vs Pramila Sanfui And Ors,2015,(2015) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/177074256/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Rural Development Society v. State of Tamil Nadu,2021,(2021) 11 SCC 341,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Journalists Association v. State of West Bengal,2024,(2024) 12 SCC 62,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. State of West Bengal,2023,(2023) 16 SCC 848,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Supriyo @ Supriya Chakraborty vs Union Of India,2023,(2023) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/129202312/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Faizabad Ayodhya Development ... vs Dr. Rajesh Kumar Pandey,2022,(2022) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/78380249/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Harish Rana vs Union Of India,2026,(2026) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/125527568/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Tech Freedom Initiative v. Reserve Bank of India,1992,(1992) 1 SCC 869,"Petition challenging cryptocurrency regulation by RBI, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Sree Mohan Chowdhury vs The Chief Commissioner, ...",1963,(1963) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1102062/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Rural Development Society v. Union of India,2020,(2020) 4 SCC 990,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Parents Association v. State of West Bengal,2023,(2023) 10 SCC 404,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Digital Rights Foundation v. State of Delhi,1998,(1998) 14 SCC 139,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Association of Democratic Reforms v. Union of India,2009,(2009) 2 SCC 844,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Journalists Association v. Election Commission of India,1997,(1997) 5 SCC 560,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Ram Nath And Ors. vs Union Of India (Uoi),1984,(1984) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/112183713/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Rural Development Society v. Securities and Exchange Board of India,1995,(1995) 7 SCC 339,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Ashoka Kumar Thakur vs Union Of India & Ors,2008,(2008) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/117562315/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Ravikant S. Patil vs Sarvabhouma S. Bagali,2006,(2006) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1588653/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Delhi Development Authority vs Shri Sunil Khatri,2022,(2022) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/184652351/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Madhav Hayawadanrao Hoskot vs State Of Maharashtra,1978,(1978) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/513169/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
State Of Maharashtra vs Digambar,1995,(1995) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/607622/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Rural Development Society v. National Investigation Agency,2018,(2018) 10 SCC 992,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tribal Rights Alliance v. Election Commission of India,2011,(2011) 14 SCC 793,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
K.T. Plantation Pvt. Ltd. & Anr vs State Of Karnataka,2011,(2011) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1524072/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Yakub Abdul Razak Memon vs State Of Maharashtra Th:Cbi Mumbai,2013,(2013) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/160740668/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Digital Rights Foundation v. Election Commission of India,2004,(2004) 4 SCC 473,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Small Traders Federation of India v. Reserve Bank of India,1997,(1997) 16 SCC 73,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
